iter	Logloss
487	0.2445936549
488	0.2445411153
489	0.2443874904
490	0.2442467541
491	0.2441558211
492	0.2440245903
493	0.2438937931
494	0.2437908482
495	0.2437488302
496	0.2436016343
497	0.2434863815
498	0.2433430642
499	0.2433163568
500	0.2432518967
501	0.2431388318
502	0.2429743073
503	0.242944179
504	0.2428632914
505	0.2428097757
506	0.2427330399
507	0.242610343
508	0.2425473238
509	0.2424154244
510	0.2423325878
511	0.242155392
512	0.2420985473
513	0.2420034887
514	0.2419227747
515	0.2418046514
516	0.2417537743
517	0.2417005353
518	0.2415840007
519	0.241459778
520	0.241406979
521	0.2413622965
522	0.2412762402
523	0.2412393053
524	0.241151062
525	0.2410211459
526	0.2409871259
527	0.2408962321
528	0.2408339474
529	0.240790223
530	0.2406819396
531	0.2406082476
532	0.2405409037
533	0.2404388949
534	0.2403472701
535	0.2402157346
536	0.2401023158
537	0.2400635325
538	0.2400100987
539	0.2399236031
540	0.2398402791
541	0.2398103525
542	0.2397120137
543	0.2396771513
544	0.2396239378
545	0.2395259257
546	0.2394069765
547	0.2392489998
548	0.2392185285
549	0.239181188
550	0.2390873475
551	0.2390101102
552	0.2388903216
553	0.2388357868
554	0.2387134551
555	0.2386000651
556	0.2385227791
557	0.2384457545
558	0.2382887346
559	0.2382798712
560	0.2382248296
561	0.238171674
562	0.2380880889
563	0.2379892169
564	0.2379644374
565	0.2378881155
566	0.2378335684
567	0.2377682386
568	0.2376100223
569	0.2375512185
570	0.2374595866
571	0.2374082675
572	0.237330493
573	0.2371451877
574	0.2370256842
575	0.2369074347
576	0.236879603
577	0.2368274417
578	0.2368067308
579	0.2367903483
580	0.2366693342
581	0.2366159224
582	0.2365775313
583	0.2365204501
584	0.236510296
585	0.2364454135
586	0.2363984235
587	0.2362763356
588	0.2362020525
589	0.2361372308
590	0.2361247914
591	0.2360722333
592	0.2359990408
593	0.2359577202
594	0.2359363758
595	0.2358049341
596	0.2357436094
597	0.2356774826
598	0.2356174219
599	0.2354787132
600	0.2353778649
601	0.2352032897
602	0.2351329265
603	0.2351152666
604	0.2350947697
605	0.2350458987
606	0.2350078196
607	0.2348987225
608	0.23487868
609	0.2348378158
610	0.234782357
611	0.234689371
612	0.234671262
613	0.2345970343
614	0.2345719121
615	0.23444552
616	0.2344281297
617	0.2344130362
618	0.2343511352
619	0.2342140079
620	0.234201292
621	0.2341182618
622	0.2340826775
623	0.2339677869
624	0.2338649349
625	0.233736883
626	0.2336409873
627	0.2335856376
628	0.2335357571
629	0.2335155335
630	0.2334227758
631	0.2333084497
632	0.2332085742
633	0.2331234856
634	0.2330082978
635	0.2329032591
636	0.2328141019
637	0.2326705673
638	0.2326299941
639	0.2326170761
640	0.2324510353
641	0.232407211
642	0.2323100661
643	0.2321503855
644	0.2320849283
645	0.2320171045
646	0.2319091559
647	0.2317562259
648	0.231697999
649	0.2316143372
650	0.2315187326
651	0.2314032569
652	0.2313561506
653	0.2312333177
654	0.2310861199
655	0.2309665742
656	0.2309249817
657	0.230892607
658	0.2308001752
659	0.2307395816
660	0.230696965
661	0.2305452332
662	0.2304389225
663	0.2303202992
664	0.2302367192
665	0.2301359543
666	0.2299962134
667	0.2298615785
668	0.2297238192
669	0.2296074532
670	0.2295947719
671	0.2295378797
672	0.2294820284
673	0.2293377082
674	0.2292912649
675	0.2292532132
676	0.2292119903
677	0.229197031
678	0.2291739711
679	0.2291149071
680	0.2289918987
681	0.2289472095
682	0.2288085919
683	0.2287655577
684	0.2286704398
685	0.2286132957
686	0.2285386258
687	0.2285301333
688	0.2284490852
689	0.2284330783
690	0.2283613523
691	0.2282104336
692	0.2281463261
693	0.2280812083
694	0.2279691668
695	0.2279156891
696	0.2278593578
697	0.2277827698
698	0.2277261912
699	0.2276171551
700	0.2275304486
701	0.2274727374
702	0.2274292404
703	0.2272951497
704	0.227182918
705	0.2271019798
706	0.2270413793
707	0.2269406055
708	0.2268858247
709	0.2267780742
710	0.2267255732
711	0.2266010107
712	0.226514145
713	0.2264560218
714	0.2264005504
715	0.2262865282
716	0.2261976059
717	0.2260781195
718	0.2260252353
719	0.2259417958
720	0.2259034674
721	0.2258143206
722	0.2258001148
723	0.225692568
724	0.2256233079
725	0.2255131509
726	0.2254979843
727	0.22541619
728	0.2253139046
729	0.2252798359
730	0.2251863712
731	0.2251092442
732	0.2250641113
733	0.225015411
734	0.2249806116
735	0.2248953648
736	0.2247869602
737	0.2246254299
738	0.2245625292
739	0.2245505756
740	0.224543618
741	0.2244454345
742	0.224371288
743	0.2242620812
744	0.2242096255
745	0.2241538755
746	0.2240409313
747	0.2239389238
748	0.2238922874
749	0.2238073735
750	0.2237546985
751	0.2237403153
752	0.2237183729
753	0.2236799973
754	0.2236184402
755	0.2235435909
756	0.2234811829
757	0.2234312748
758	0.2234198536
759	0.2233870225
760	0.2232779312
761	0.2232123865
762	0.2231120775
763	0.2229658164
764	0.2228730951
765	0.2227521312
766	0.2227453929
767	0.2227386233
768	0.2227321199
769	0.222676554
770	0.2225735731
771	0.2225199202
772	0.2224827798
773	0.2224357079
774	0.2223748957
775	0.2222718953
776	0.2222589079
777	0.2221588635
778	0.2221524684
779	0.2220288505
780	0.2219765532
781	0.2218512679
782	0.2217637917
783	0.2217176872
784	0.2216775643
785	0.2216229039
786	0.2216165728
787	0.2214424049
788	0.2213448755
789	0.2212386654
790	0.2211780343
791	0.2211209335
792	0.2210560399
793	0.2209564367
794	0.2209097654
795	0.2208111389
796	0.2206934987
797	0.2205969494
798	0.2205707502
799	0.2205577624
800	0.2204589919
801	0.2204313263
802	0.2203720593
803	0.2203010015
804	0.2202352189
805	0.2201553802
806	0.2201217868
807	0.2200561244
808	0.2200324731
809	0.2200263143
810	0.2200098254
811	0.2199847696
812	0.2198894898
813	0.2198077231
814	0.2197452154
815	0.219738197
816	0.2197355952
817	0.2196644767
818	0.2195732744
819	0.2194825355
820	0.2194331287
821	0.2194227881
822	0.2194004747
823	0.2193236588
824	0.2192738672
825	0.2191668254
826	0.2191311962
827	0.219055926
828	0.2189768393
829	0.2188777636
830	0.21882295
831	0.2187624906
832	0.218729276
833	0.2186816688
834	0.2186390609
835	0.2185686374
836	0.2185623081
837	0.218552486
838	0.2185426953
839	0.2185068826
840	0.2184413421
841	0.218435716
842	0.2183850981
843	0.2183553993
844	0.218307077
845	0.2182480371
846	0.2181447771
847	0.218129947
848	0.2180784539
849	0.2180686651
850	0.2179501338
851	0.2178966341
852	0.2178508293
853	0.2178172809
854	0.2177135456
855	0.2176203785
856	0.2175127058
857	0.2174312973
858	0.2173508731
859	0.2172504737
860	0.2171404146
861	0.2171310781
862	0.2170556073
863	0.2169601852
864	0.21689623
865	0.2168067282
866	0.2167871247
867	0.2166802469
868	0.2166461142
869	0.2165867059
870	0.2165497612
871	0.2165403639
872	0.2164314844
873	0.2163878724
874	0.2162771866
875	0.2161688237
876	0.2161598928
877	0.2161577607
878	0.2161304741
879	0.2161215432
880	0.216090443
881	0.2160174973
882	0.2159985667
883	0.2159714052
884	0.2158995545
885	0.2157917088
886	0.2157663745
887	0.2156859554
888	0.2156139511
889	0.2155895395
890	0.2155210484
891	0.2155019789
892	0.2154685354
893	0.2154147697
894	0.2153132857
895	0.2152529354
896	0.2151834947
897	0.2150828002
898	0.2149976783
899	0.2149381973
900	0.2148925231
901	0.2148463334
902	0.21482394
903	0.2148188622
904	0.2147497085
905	0.2147416091
906	0.2146783274
907	0.2146085052
908	0.2145800117
909	0.2145362469
910	0.2144189077
911	0.2144108854
912	0.2144060282
913	0.2143607768
914	0.214285356
915	0.2142201031
916	0.2141238012
917	0.2140600006
918	0.2139888164
919	0.2139809364
920	0.2139229699
921	0.2139144373
922	0.2138274433
923	0.213743684
924	0.2136890561
925	0.2136007245
926	0.2135394348
927	0.2134542652
928	0.2134051
929	0.2133809539
930	0.2133402914
931	0.2132754468
932	0.2132266752
933	0.2131603844
934	0.2131240615
935	0.213122149
936	0.2130642547
937	0.213037028
938	0.2130057561
939	0.2129420182
940	0.2129003153
941	0.2128258678
942	0.2128180368
943	0.2128106268
944	0.2128058482
945	0.2127615435
946	0.2127466659
947	0.2126824727
948	0.2126217263
949	0.212589075
950	0.2125062646
951	0.2124241004
952	0.2123215638
953	0.2122642609
954	0.2122495856
955	0.2121905468
956	0.21215951
957	0.2121090972
958	0.2120380172
959	0.211976519
960	0.2119033017
961	0.2118720284
962	0.2117685101
963	0.2117612253
964	0.2117594224
965	0.2117002893
966	0.2115838183
967	0.2115767998
968	0.2115699835
969	0.2115040804
970	0.2114332807
971	0.2114315404
972	0.2114296277
973	0.2113828487
974	0.2113255323
975	0.2112956752
976	0.211288906
977	0.2112336555
978	0.2111537143
979	0.2110620474
980	0.2109768197
981	0.2109166555
982	0.2109105611
983	0.2109038715
984	0.2108747753
985	0.2107866457
986	0.210728862
987	0.2106915166
988	0.2106250852
989	0.21054609
990	0.2104689337
991	0.2104581374
992	0.210456383
993	0.210373766
994	0.2102811091
995	0.2101870702
996	0.210125955
997	0.2099849687
998	0.2099421836
999	0.2098985996
